TreatmentGroup,Generations,AlleleDistrobution,PopulationSize,Number of alleles,RealNumberOfLoci,EstimatedNumberOfLoci,Fis,AverageShanPerIndi-1Hi,TotalShanOfPop-1Hs,Average1HiOver1Hs,AverageHighestAlleleCountPerIndividual,VarOfIndiSHAN,Number of Fixed loci,AverageRichPerIndi-0Hi,TotalRichOfPop-0Hs,VarOfIndiRICH,AverageHetPerIndi-2Hi,TotalHetOfPop-2Hs,VarOfIndiHET,EyePRime,Pee,Eye,Ell,Ohh,LOC OR AL,IndiEveness,PopEveness,Fis,Sis
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.06959707,0.295547227,0.360230521,0.820439164,5.3,0.054691079,ERROR with this fucntion atm,-0.625,2,0.234375,0.186111111,0.206111111,0.022615741,"[-0.25, '2', '1.625', 1.0, '0.8125']",,,,,6,0.164948048,0.519702787,-0.06959707,0.682610806
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.03458591,1.306556443,1.559813347,0.837636404,2,0.052849832,ERROR with this fucntion atm,-2.9,6,0.99,0.716666667,0.772847222,0.003055556,"[0.4000000000000001, '6', '3.9', 3.0, '0.65']",,,,,6,0.729203035,0.870548404,0.03458591,0.162363596
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.025974026,0.287734276,0.441097692,0.652314172,5.3,0.173182497,ERROR with this fucntion atm,-0.65,3,0.8775,0.166666667,0.212916667,0.058333333,"[1.35, '3', '1.65', 2.0, '0.5499999999999999']",,,,,6,0.160587557,0.401504422,-0.025974026,0.600035397
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.075085852,0.924272695,1.206158766,0.766294389,3.25,0.111412205,ERROR with this fucntion atm,-1.875,5,0.959375,0.554166667,0.632152778,0.018748071,"[1.0833333333333333, '5', '2.875', 3.0, '0.575']",,,,,6,0.515846413,0.749428578,0.075085852,0.311680355
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.155917784,0.780919831,0.956377019,0.816539728,4,0.012511797,ERROR with this fucntion atm,-1.625,5,0.234375,0.479166667,0.500416667,0.00072338,"[0.375, '5', '2.625', 2.0, '0.525']",,,,,6,0.435839656,0.594230452,-0.155917784,0.26654776
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.027521544,1.040448676,1.21520847,0.856189454,2.725,0.062047057,ERROR with this fucntion atm,-2.125,6,0.409375,0.608333333,0.663958333,0.018356481,"[0.9166666666666666, '6', '3.125', 3.0, '0.5208333333333334']",,,,,6,0.580685462,0.67822076,-0.027521544,0.143810546
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.007625272,0.914424491,1.241192076,0.736730848,3.4,0.17552285,ERROR with this fucntion atm,-1.925,7,1.969375,0.543055556,0.602222222,0.02168017,"[1.05, '7', '2.925', 3.0, '0.4178571428571428']",,,,,7,0.46992123,0.63784655,-0.007625272,0.263269152
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.032581454,0.361881086,0.436895803,0.82830067,5.05,0.061682082,ERROR with this fucntion atm,-0.7,2,0.21,0.236111111,0.266527778,0.028356481,"[-0.3999999999999999, '2', '1.7', 1.0, '0.85']",,,,,6,0.20196968,0.630307408,0.032581454,0.679569561
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.063291625,0.820839143,1.022434839,0.80282783,3.575,0.142110025,ERROR with this fucntion atm,-1.7,4,0.61,0.484722222,0.571076389,0.049689429,"[0.2999999999999998, '4', '2.7', 2.0, '0.675']",,,,,6,0.458119048,0.737530836,0.063291625,0.378847601
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.004219409,0.642290395,0.658913128,0.974772496,4,0.001301227,ERROR with this fucntion atm,-1.025,3,0.024375,0.445833333,0.4471875,7.52E-05,"[0.9750000000000001, '3', '2.025', 2.0, '0.6749999999999999']",,,,,6,0.358469095,0.599768576,-0.004219409,0.402320981
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.019296608,0.8565493,1.034665908,0.82785109,3.575,0.081589009,ERROR with this fucntion atm,-1.7,4,0.86,0.527777778,0.566041667,0.011574074,"[0.2999999999999998, '4', '2.7', 2.0, '0.675']",,,,,6,0.478049267,0.746353688,0.019296608,0.359486964
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.08413881,0.998058703,1.432252783,0.696845358,3.225,0.145740836,ERROR with this fucntion atm,-2.225,7,1.024375,0.5625,0.677673611,0.035059799,"[0.85, '7', '3.225', 3.0, '0.46071428571428574']",,,,,7,0.512900713,0.736032331,0.08413881,0.303154642
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.029223951,0.540619401,0.692888366,0.780240263,4.475,0.058340419,ERROR with this fucntion atm,-1,3,0.2,0.354166667,0.399548611,0.024797454,"[1.0, '3', '2.0', 2.0, '0.6666666666666666']",,,,,6,0.301725433,0.630694171,-0.029223951,0.521597873
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.084444444,0.284999257,0.376770161,0.756427356,5.25,0.070857372,ERROR with this fucntion atm,-0.55,2,0.2475,0.186111111,0.21875,0.031875,"[-0.10000000000000009, '2', '1.55', 1.0, '0.775']",,,,,6,0.159061114,0.543564443,0.084444444,0.707373954
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.370010814,0.96924218,1.355699553,0.714938777,2.875,0.145520745,ERROR with this fucntion atm,-1.95,5,0.8475,0.569444444,0.70375,0.043634259,"[1.0333333333333332, '5', '2.95', 3.0, '0.5900000000000001']",,,,,6,0.54094436,0.842343493,0.370010814,0.357810246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.070319635,0.740486245,0.952199886,0.777658406,4,0.013212458,ERROR with this fucntion atm,-1.45,4,0.2475,0.469444444,0.5078125,0.000763889,"[0.5499999999999998, '4', '2.45', 2.0, '0.6125']",,,,,6,0.413273242,0.686867027,0.070319635,0.398321325
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.020686858,0.354838243,0.505190655,0.702384812,5.15,0.063891119,ERROR with this fucntion atm,-0.75,3,0.2875,0.222222222,0.253090278,0.025308642,"[1.25, '3', '1.75', 2.0, '0.5833333333333334']",,,,,6,0.198038994,0.459844351,0.020686858,0.569334724
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.022689066,0.633067351,0.671918543,0.942178718,4.075,0.012625026,ERROR with this fucntion atm,-1.05,4,0.0975,0.433333333,0.441041667,0.003888889,"[0.9500000000000002, '4', '2.05', 2.0, '0.5125']",,,,,6,0.353321616,0.484686775,-0.022689066,0.271031036
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.178358601,0.837804795,1.014506197,0.825825213,3.725,0.068459256,ERROR with this fucntion atm,-1.7,5,0.76,0.513888889,0.540347222,0.009220679,"[0.2999999999999998, '5', '2.7', 2.0, '0.54']",,,,,6,0.467587759,0.630348141,-0.178358601,0.258207126
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.017913452,0.5197693,0.711367998,0.73066163,4.725,0.07518496,ERROR with this fucntion atm,-1.1,4,0.39,0.320833333,0.360381944,0.026927083,"[0.8999999999999999, '4', '2.1', 2.0, '0.525']",,,,,6,0.29008877,0.513143541,0.017913452,0.434682995
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.012658228,0.031061333,0.080929534,0.383807142,5.925,0.03762745,ERROR with this fucntion atm,-0.075,4,0.219375,0.016666667,0.024791667,0.010833333,"[1.925, '4', '1.075', 2.0, '0.26875']",,,,,6,0.01733566,0.058378319,-0.012658228,0.703046259
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.032478632,0.70005266,0.797373357,0.877948396,4,0.010643369,ERROR with this fucntion atm,-1.275,3,0.199375,0.459722222,0.478298611,0.000615355,"[0.7250000000000001, '3', '2.275', 2.0, '0.7583333333333333']",,,,,6,0.390706829,0.725800508,0.032478632,0.461688405
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.272591764,0.537237194,0.683863381,0.785591404,4.5,0.070854124,ERROR with this fucntion atm,-1,5,0.35,0.351388889,0.3884375,0.026911651,"[1.0, '5', '2.0', 2.0, '0.4']",,,,,6,0.299837787,0.424908209,0.272591764,0.294346919
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.270377061,0.671171527,0.744875159,0.901052369,4,0.006806418,ERROR with this fucntion atm,-1.15,3,0.1275,0.452777778,0.464444444,0.000393519,"[0.8500000000000001, '3', '2.15', 2.0, '0.7166666666666667']",,,,,6,0.374587962,0.678014589,0.270377061,0.447522269
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.100479466,0.746036621,0.87896007,0.848771914,3.95,0.1477758,ERROR with this fucntion atm,-1.6,3,0.64,0.4375,0.508229167,0.05234375,"[0.3999999999999999, '3', '2.6', 2.0, '0.8666666666666667']",,,,,6,0.416370966,0.800063935,-0.100479466,0.479577884
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.07896166,0.866332896,0.986067219,0.878573873,3.35,0.077750196,ERROR with this fucntion atm,-1.725,3,0.249375,0.522222222,0.587916667,0.027901235,"[0.2749999999999999, '3', '2.725', 2.0, '0.9083333333333333']",,,,,6,0.483509595,0.897557063,0.07896166,0.461304896
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,1.098612289,1.098612289,1,2,0,ERROR with this fucntion atm,-2,3,0,0.666666667,0.666666667,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,3,1,1,0,0
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.225112753,1.135336923,1.424635607,0.796931452,2.375,0.071449057,ERROR with this fucntion atm,-2.35,6,0.7275,0.652777778,0.718125,0.015393519,"[0.7666666666666666, '6', '3.35', 3.0, '0.5583333333333333']",,,,,6,0.633643601,0.795104271,0.225112753,0.203068548
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.053140097,0.585377104,0.599898019,0.975794361,4.275,0.006894089,ERROR with this fucntion atm,-1,2,0,0.398611111,0.4096875,0.005538194,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,6,0.326705183,0.865469897,-0.053140097,0.622511212
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,1.5,0,0.636514168,0.636514168,1,4,0,ERROR with this fucntion atm,-1,2,0,0.444444444,0.444444444,3.08E-33,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,3,0.579380164,0.918295834,0,0.369070246
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.052800943,0.251281771,0.415196683,0.605211412,5.35,0.079051478,ERROR with this fucntion atm,-0.5,3,0.3,0.161111111,0.19875,0.033148148,"[1.5, '3', '1.5', 2.0, '0.5']",,,,,6,0.140243026,0.377928308,-0.052800943,0.628916322
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.066575049,1.075820057,1.596950829,0.673671373,2.925,0.115950926,ERROR with this fucntion atm,-2.35,6,0.8275,0.608333333,0.776319444,0.03224537,"[0.7666666666666666, '6', '3.35', 3.0, '0.5583333333333333']",,,,,6,0.600426606,0.891275228,0.066575049,0.326328627
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.097042461,0.987335234,1.204010211,0.820038921,3,0.108834198,ERROR with this fucntion atm,-2.075,4,0.519375,0.570833333,0.654027778,0.034565972,"[-0.07500000000000018, '4', '3.075', 2.0, '0.76875']",,,,,6,0.551042286,0.86850978,0.097042461,0.365531283
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.128845285,1.341213802,1.587525283,0.844845633,2,0.042573475,ERROR with this fucntion atm,-3.05,6,0.7975,0.725,0.766041667,0.00246142,"[0.3000000000000001, '6', '4.05', 3.0, '0.6749999999999999']",,,,,6,0.748545675,0.88601473,-0.128845285,0.155154367
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.067669173,0.942315397,1.001968205,0.94046437,3.05,0.028179727,ERROR with this fucntion atm,-1.775,3,0.174375,0.583333333,0.605416667,0.006018519,"[0.2250000000000001, '3', '2.775', 2.0, '0.9249999999999999']",,,,,6,0.525916237,0.912030764,-0.067669173,0.423356912
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.069042316,1.167927007,1.315352725,0.887919251,2,0.027225671,ERROR with this fucntion atm,-2.3,7,0.51,0.683333333,0.700555556,0.001574074,"[0.8000000000000002, '7', '3.3', 3.0, '0.4714285714285714']",,,,,7,0.600195753,0.675957585,-0.069042316,0.112080749
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.107248005,0.712256563,0.829280219,0.858885268,3.875,0.040158372,ERROR with this fucntion atm,-1.25,5,0.4375,0.472222222,0.486944444,0.005401235,"[0.75, '5', '2.25', 2.0, '0.45']",,,,,6,0.397517957,0.51526077,0.107248005,0.228511116
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.017206422,1.097847913,1.120542389,0.979746884,2.075,0.000896934,ERROR with this fucntion atm,-2.025,4,0.024375,0.663888889,0.669097222,0.000146605,"[-0.02499999999999991, '4', '3.025', 2.0, '0.75625']",,,,,6,0.612720587,0.808300474,-0.017206422,0.241964335
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.076923077,0.168960453,0.233791659,0.72269667,5.625,0.047579391,ERROR with this fucntion atm,-0.375,2,0.234375,0.104166667,0.1171875,0.018084491,"[0.25, '2', '1.375', 1.0, '0.6875']",,,,,6,0.094298624,0.337290067,-0.076923077,0.720422764
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.129035152,1.06395493,1.427604489,0.745272894,2.95,0.177634156,ERROR with this fucntion atm,-2.325,5,1.869375,0.605555556,0.715,0.023888889,"[0.7833333333333332, '5', '3.325', 3.0, '0.665']",,,,,6,0.593804552,0.887020542,0.129035152,0.330562795
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.106280193,1.138168574,1.225756587,0.928543714,2.275,0.004125117,ERROR with this fucntion atm,-2.275,4,0.199375,0.666666667,0.688819444,3.39E-33,"[-0.2749999999999999, '4', '3.275', 2.0, '0.81875']",,,,,6,0.635223976,0.884196475,-0.106280193,0.281580515
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.158421893,0.925525242,1.089380047,0.849588943,3.1,0.090552545,ERROR with this fucntion atm,-1.85,4,0.9775,0.565277778,0.6115625,0.011556713,"[0.1499999999999999, '4', '2.85', 2.0, '0.7125']",,,,,6,0.516545473,0.785821596,-0.158421893,0.342668265
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.106227106,0.775143604,0.852329715,0.909441019,4,0.01281208,ERROR with this fucntion atm,-1.6,3,0.24,0.477777778,0.495,0.000740741,"[0.3999999999999999, '3', '2.6', 2.0, '0.8666666666666667']",,,,,6,0.432615883,0.77582394,-0.106227106,0.442378792
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.01383291,0.620825127,0.708201803,0.876621783,4.125,0.02561008,ERROR with this fucntion atm,-1.05,3,0.0975,0.420833333,0.4440625,0.010630787,"[0.9500000000000002, '3', '2.05', 2.0, '0.6833333333333332']",,,,,6,0.346489101,0.644633062,0.01383291,0.462501815
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.080078316,0.806364141,1.165669501,0.691760521,4,0.153840268,ERROR with this fucntion atm,-1.85,6,1.1275,0.459722222,0.539861111,0.033948688,"[1.0999999999999999, '6', '2.85', 3.0, '0.47500000000000003']",,,,,6,0.450040396,0.650572536,-0.080078316,0.308239479
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.044137434,0.52583395,0.686609657,0.765841179,4.65,0.078723105,ERROR with this fucntion atm,-1.075,4,0.369375,0.329166667,0.368298611,0.029380787,"[0.9249999999999998, '4', '2.075', 2.0, '0.51875']",,,,,6,0.293473515,0.495284174,-0.044137434,0.40746438
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.101592115,1.139045874,1.326322933,0.858799803,2.3,0.029060734,ERROR with this fucntion atm,-2.325,4,0.269375,0.659722222,0.720729167,0.005738812,"[-0.3250000000000002, '4', '3.325', 2.0, '0.83125']",,,,,6,0.635713607,0.956739759,-0.101592115,0.335541771
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.033126532,1.115715118,1.336053371,0.835082746,2.65,0.022664099,ERROR with this fucntion atm,-2.35,5,0.3275,0.643055556,0.6965625,0.003994985,"[-0.3500000000000001, '5', '3.35', 2.0, '0.67']",,,,,6,0.622692463,0.830136634,0.033126532,0.249891598
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.095357028,0.69929828,0.841991757,0.830528653,4.1,0.05207566,ERROR with this fucntion atm,-1.375,4,0.434375,0.441666667,0.471284722,0.012337963,"[0.625, '4', '2.375', 2.0, '0.59375']",,,,,6,0.390285801,0.607368666,-0.095357028,0.357415318
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.125722598,1.098612289,1.217154507,0.902607091,2.5,0.026691834,ERROR with this fucntion atm,-2.25,4,0.1875,0.638888889,0.680416667,0.006944444,"[-0.25, '4', '3.25', 2.0, '0.8125']",,,,,6,0.613147193,0.877991386,-0.125722598,0.301647826
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.03196347,0.676947754,0.735419254,0.920492291,4,0.007707267,ERROR with this fucntion atm,-1.175,3,0.144375,0.454166667,0.4621875,0.000445602,"[0.8250000000000002, '3', '2.175', 2.0, '0.725']",,,,,6,0.377811735,0.669407453,-0.03196347,0.435602736
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.030666176,0.768603003,0.968166537,0.793874786,3.925,0.030108585,ERROR with this fucntion atm,-1.525,5,0.399375,0.481944444,0.518333333,0.003454861,"[0.4750000000000001, '5', '2.525', 2.0, '0.505']",,,,,6,0.428965503,0.601555692,0.030666176,0.286906418
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.134199134,0.753341598,0.834324339,0.90293614,3.65,0.032163731,ERROR with this fucntion atm,-1.3,3,0.21,0.497222222,0.515416667,0.006628086,"[0.7000000000000002, '3', '2.3', 2.0, '0.7666666666666666']",,,,,6,0.420447951,0.759434741,0.134199134,0.446367241
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.022222222,0.665395301,0.714444721,0.931346094,4,0.005838839,ERROR with this fucntion atm,-1.125,3,0.109375,0.451388889,0.457465278,0.000337577,"[0.875, '3', '2.125', 2.0, '0.7083333333333334']",,,,,6,0.371364188,0.65031561,-0.022222222,0.428947757
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.003636364,0.255139931,0.334142791,0.763565569,5.375,0.061695941,ERROR with this fucntion atm,-0.525,2,0.249375,0.1625,0.186631944,0.026140046,"[-0.04999999999999982, '2', '1.525', 1.0, '0.7625']",,,,,6,0.142396307,0.482066148,0.003636364,0.704612516
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.011640212,0.420883679,0.482577565,0.872157575,4.875,0.050958338,ERROR with this fucntion atm,-0.8,2,0.16,0.276388889,0.3046875,0.024457948,"[-0.6000000000000001, '2', '1.8', 1.0, '0.9']",,,,,6,0.234899654,0.69621226,0.011640212,0.662603394
SS 3 Loci,50,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,Fixed,0,0,0,0,6,0,ERROR with this fucntion atm,0,1,0,0,0,0,"[1.0, '1', '1.0', 1.0, '1.0']",,,,,#VALUE!,#VALUE!,#DIV/0!,0,#DIV/0!
